pdf x_grid
2.30663451547e-06 108.09413147
2.31743551715e-06 108.689701291
2.32828998673e-06 109.285271113
2.3391983226e-06 109.880840934
2.3501609259e-06 110.476410756
2.36117820057e-06 111.071980578
2.37225055334e-06 111.667550399
2.38337839369e-06 112.263120221
2.39456213393e-06 112.858690042
2.40580218911e-06 113.454259864
2.41709897709e-06 114.049829685
2.42845291851e-06 114.645399507
2.43986443679e-06 115.240969329
2.45133395815e-06 115.83653915
2.46286191156e-06 116.432108972
2.47444872881e-06 117.027678793
2.48609484446e-06 117.623248615
2.49780069583e-06 118.218818436
2.50956672304e-06 118.814388258
2.521393369e-06 119.40995808
2.53328107938e-06 120.005527901
2.54523030261e-06 120.601097723
2.55724148992e-06 121.196667544
2.5693150953e-06 121.792237366
2.5814515755e-06 122.387807187
2.59365139004e-06 122.983377009
2.60591500121e-06 123.578946831
2.61824287405e-06 124.174516652
2.63063547635e-06 124.770086474
2.64309327867e-06 125.365656295
2.65561675428e-06 125.961226117
2.66820637925e-06 126.556795938
2.68086263233e-06 127.15236576
2.69358599505e-06 127.747935582
2.70637695165e-06 128.343505403
2.7192359891e-06 128.939075225
2.73216359708e-06 129.534645046
2.74516026801e-06 130.130214868
2.75822649698e-06 130.725784689
2.77136278183e-06 131.321354511
2.78456962306e-06 131.916924333
2.79784752388e-06 132.512494154
2.81119699018e-06 133.108063976
2.82461853053e-06 133.703633797
2.83811265617e-06 134.299203619
2.85167988102e-06 134.89477344
2.86532072162e-06 135.490343262
2.8790356972e-06 136.085913083
2.89282532962e-06 136.681482905
2.90669014335e-06 137.277052727
2.92063066552e-06 137.872622548
2.93464742587e-06 138.46819237
2.94874095674e-06 139.063762191
2.96291179308e-06 139.659332013
2.97716047241e-06 140.254901834
2.99148753487e-06 140.850471656
3.00589352315e-06 141.446041478
3.0203789825e-06 142.041611299
3.03494446074e-06 142.637181121
3.04959050822e-06 143.232750942
3.06431767784e-06 143.828320764
3.079126525e-06 144.423890585
3.09401760764e-06 145.019460407
3.10899148618e-06 145.615030229
3.12404872354e-06 146.21060005
3.13918988512e-06 146.806169872
3.15441553879e-06 147.401739693
3.16972625487e-06 147.997309515
3.18512260613e-06 148.592879336
3.20060516778e-06 149.188449158
3.21617451744e-06 149.78401898
3.23183123514e-06 150.379588801
3.2475759033e-06 150.975158623
3.26340910673e-06 151.570728444
3.27933143262e-06 152.166298266
3.29534347049e-06 152.761868087
3.31144581223e-06 153.357437909
3.32763905204e-06 153.953007731
3.34392378644e-06 154.548577552
3.36030061426e-06 155.144147374
3.3767701366e-06 155.739717195
3.39333295685e-06 156.335287017
3.40998968065e-06 156.930856838
3.42674091588e-06 157.52642666
3.44358727266e-06 158.121996482
3.4605293633e-06 158.717566303
3.47756780233e-06 159.313136125
3.49470320646e-06 159.908705946
3.51193619455e-06 160.504275768
3.52926738762e-06 161.099845589
3.54669740883e-06 161.695415411
3.56422688345e-06 162.290985233
3.58185643886e-06 162.886555054
3.59958670451e-06 163.482124876
3.61741831193e-06 164.077694697
3.63535189469e-06 164.673264519
3.6533880884e-06 165.26883434
3.6715275307e-06 165.864404162
3.6897708612e-06 166.459973984
3.70811872152e-06 167.055543805
3.72657175522e-06 167.651113627
3.74513060782e-06 168.246683448
3.76379592676e-06 168.84225327
3.78256836138e-06 169.437823091
3.80144856294e-06 170.033392913
3.82043718454e-06 170.628962735
3.83953488114e-06 171.224532556
3.85874230954e-06 171.820102378
3.87806012837e-06 172.415672199
3.89748899801e-06 173.011242021
3.91702958066e-06 173.606811842
3.93668254026e-06 174.202381664
3.95644854248e-06 174.797951486
3.97632825471e-06 175.393521307
3.99632234605e-06 175.989091129
4.01643148725e-06 176.58466095
4.03665635074e-06 177.180230772
4.05699761057e-06 177.775800593
4.07745594243e-06 178.371370415
4.09803202356e-06 178.966940237
4.11872653281e-06 179.562510058
4.13954015058e-06 180.15807988
4.16047355878e-06 180.753649701
4.18152744085e-06 181.349219523
4.20270248171e-06 181.944789344
4.22399936776e-06 182.540359166
4.24541878682e-06 183.135928987
4.26696142815e-06 183.731498809
4.28862798243e-06 184.327068631
4.31041914168e-06 184.922638452
4.33233559932e-06 185.518208274
4.35437805008e-06 186.113778095
4.37654719e-06 186.709347917
4.39884371645e-06 187.304917738
4.42126832801e-06 187.90048756
4.44382172457e-06 188.496057382
4.46650460719e-06 189.091627203
4.48931767817e-06 189.687197025
4.51226164097e-06 190.282766846
4.53533720021e-06 190.878336668
4.55854506165e-06 191.473906489
4.58188593213e-06 192.069476311
4.60536051963e-06 192.665046133
4.62896953314e-06 193.260615954
4.65271368273e-06 193.856185776
4.67659367947e-06 194.451755597
4.70061023541e-06 195.047325419
4.7247640636e-06 195.64289524
4.74905587801e-06 196.238465062
4.77348639355e-06 196.834034884
4.79805632603e-06 197.429604705
4.82276639212e-06 198.025174527
4.84761730936e-06 198.620744348
4.87260979611e-06 199.21631417
4.89774457153e-06 199.811883991
4.92302235557e-06 200.407453813
4.94844386892e-06 201.003023635
4.97400983302e-06 201.598593456
4.99972097003e-06 202.194163278
5.02557800275e-06 202.789733099
5.05158165469e-06 203.385302921
5.07773264996e-06 203.980872742
5.1040317133e-06 204.576442564
5.13047957004e-06 205.172012386
5.15707694607e-06 205.767582207
5.18382456781e-06 206.363152029
5.21072316222e-06 206.95872185
5.23777345672e-06 207.554291672
5.26497617922e-06 208.149861493
5.29233205807e-06 208.745431315
5.31984182203e-06 209.341001137
5.34750620027e-06 209.936570958
5.37532592231e-06 210.53214078
5.40330171804e-06 211.127710601
5.43143431765e-06 211.723280423
5.45972445165e-06 212.318850244
5.4881728508e-06 212.914420066
5.51678024612e-06 213.509989888
5.54554736887e-06 214.105559709
5.57447495049e-06 214.701129531
5.60356372262e-06 215.296699352
5.63281441702e-06 215.892269174
5.66222776562e-06 216.487838995
5.69180450044e-06 217.083408817
5.72154535355e-06 217.678978639
5.75145105714e-06 218.27454846
5.78152234338e-06 218.870118282
5.81175994447e-06 219.465688103
5.84216459262e-06 220.061257925
5.87273701995e-06 220.656827746
5.90347795858e-06 221.252397568
5.9343881405e-06 221.84796739
5.96546829761e-06 222.443537211
5.99671916168e-06 223.039107033
6.02814146433e-06 223.634676854
6.059735937e-06 224.230246676
6.09150331091e-06 224.825816497
6.12344431709e-06 225.421386319
6.15555968629e-06 226.01695614
6.18785014903e-06 226.612525962
6.22031643549e-06 227.208095784
6.25295927557e-06 227.803665605
6.28577939883e-06 228.399235427
6.31877753444e-06 228.994805248
6.35195441123e-06 229.59037507
6.38531075759e-06 230.185944891
6.4188473015e-06 230.781514713
6.45256477048e-06 231.377084535
6.48646389159e-06 231.972654356
6.52054539139e-06 232.568224178
6.55480999592e-06 233.163793999
6.58925843069e-06 233.759363821
6.62389142066e-06 234.354933642
6.65870969019e-06 234.950503464
6.69371396305e-06 235.546073286
6.72890496238e-06 236.141643107
6.76428341069e-06 236.737212929
6.79985002982e-06 237.33278275
6.83560554091e-06 237.928352572
6.87155066442e-06 238.523922393
6.90768612006e-06 239.119492215
6.94401262681e-06 239.715062037
6.98053090287e-06 240.310631858
7.01724166566e-06 240.90620168
7.05414563179e-06 241.501771501
7.09124351706e-06 242.097341323
7.12853603639e-06 242.692911144
7.16602390387e-06 243.288480966
7.20370783268e-06 243.884050788
7.2415885351e-06 244.479620609
7.2796667225e-06 245.075190431
7.31794310531e-06 245.670760252
7.35641839297e-06 246.266330074
7.39509329397e-06 246.861899895
7.43396851581e-06 247.457469717
7.47304476493e-06 248.053039539
7.5123227468e-06 248.64860936
7.55180316578e-06 249.244179182
7.5914867252e-06 249.839749003
7.6313741273e-06 250.435318825
7.67146607321e-06 251.030888646
7.71176326294e-06 251.626458468
7.75226639537e-06 252.22202829
7.79297616822e-06 252.817598111
7.83389327806e-06 253.413167933
7.87501842024e-06 254.008737754
7.91635228895e-06 254.604307576
7.95789557715e-06 255.199877397
7.99964897654e-06 255.795447219
8.04161317762e-06 256.391017041
8.08378886959e-06 256.986586862
8.1261767404e-06 257.582156684
8.16877747669e-06 258.177726505
8.21159176381e-06 258.773296327
8.25462028576e-06 259.368866148
8.29786372525e-06 259.96443597
8.34132276361e-06 260.560005792
8.38499808083e-06 261.155575613
8.42889035549e-06 261.751145435
8.47300026483e-06 262.346715256
8.51732848466e-06 262.942285078
8.56187568938e-06 263.537854899
8.60664255198e-06 264.133424721
8.65162974399e-06 264.728994543
8.69683793551e-06 265.324564364
8.74226779517e-06 265.920134186
8.78791999013e-06 266.515704007
8.83379518608e-06 267.111273829
8.87989404718e-06 267.70684365
8.92621723613e-06 268.302413472
8.97276541409e-06 268.897983294
9.01953924069e-06 269.493553115
9.06653937404e-06 270.089122937
9.1137664707e-06 270.684692758
9.16122118567e-06 271.28026258
9.2089041724e-06 271.875832401
9.25681608275e-06 272.471402223
9.30495756702e-06 273.066972044
9.3533292739e-06 273.662541866
9.4019318505e-06 274.258111688
9.45076594232e-06 274.853681509
9.49983219324e-06 275.449251331
9.54913124553e-06 276.044821152
9.59866373981e-06 276.640390974
9.64843031511e-06 277.235960795
9.69843160878e-06 277.831530617
9.74866825655e-06 278.427100439
9.79914089246e-06 279.02267026
