## index of replication (iRep) - thresholds: min cov. = 5, min wins. = 0.98, min r^2 = 0.9, max fragments/Mbp = 175
# genome	../../KBS0802/GSF1046-KBS0802-A_S21_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0802/G-Chr1.fna	n/a
#
## index of replication (iRep)
# genome	../../KBS0802/GSF1046-KBS0802-A_S21_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0802/G-Chr1.fna	1.60934932027
#
## r^2
# genome	../../KBS0802/GSF1046-KBS0802-A_S21_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0802/G-Chr1.fna	0.89386510331
#
## coverage
# genome	../../KBS0802/GSF1046-KBS0802-A_S21_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0802/G-Chr1.fna	39.0911556612
#
## % windows passing filter
# genome	../../KBS0802/GSF1046-KBS0802-A_S21_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0802/G-Chr1.fna	99.94
#
## fragments/Mbp
# genome	../../KBS0802/GSF1046-KBS0802-A_S21_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0802/G-Chr1.fna	17
#
