## index of replication (iRep) - thresholds: min cov. = 5, min wins. = 0.98, min r^2 = 0.9, max fragments/Mbp = 175
# genome	../../KBS0727/GSF1046-KBS0727-D_S69_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0727/G-Chr1.fna	1.39152232877
#
## index of replication (iRep)
# genome	../../KBS0727/GSF1046-KBS0727-D_S69_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0727/G-Chr1.fna	1.39152232877
#
## r^2
# genome	../../KBS0727/GSF1046-KBS0727-D_S69_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0727/G-Chr1.fna	0.988899621974
#
## coverage
# genome	../../KBS0727/GSF1046-KBS0727-D_S69_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0727/G-Chr1.fna	34.7782932831
#
## % windows passing filter
# genome	../../KBS0727/GSF1046-KBS0727-D_S69_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0727/G-Chr1.fna	99.98
#
## fragments/Mbp
# genome	../../KBS0727/GSF1046-KBS0727-D_S69_mapped_sort_NOdup_sort.sam
/Users/WRShoemaker/github/Task2/LTDE/data/2015_SoilGenomes_Annotate/KBS0727/G-Chr1.fna	10
#
